algoritmo,iteracion,mejor_distancia_global,mejor_distancia_iteracion,media_distancias_validas,peor_distancia_valida,rutas_validas,n_hormigas,tiempo_iteracion,tiempo_total,tau_media,tau_min,tau_max,escenario,seed
AS,73,10.82027168571949,11.018813498318195,11.473822756959446,12.651061795651913,29,94,0.40013860003091395,35.2599355999846,0.4364648699826509,3.74846961620457e-22,4.951295030448351,1,1
AS,74,10.82027168571949,10.96787616610527,11.490084997440379,12.637063346803188,30,94,0.39380550011992455,35.653782999841496,0.44858712778292315,1.874234808102285e-22,5.088810965709504,1,1
AS,75,10.82027168571949,11.046091578900814,11.471870183254834,12.703115079551935,27,94,0.41348919994197786,36.06731419987045,0.4319654724687417,9.371174040511424e-23,4.900253478005617,1,1
AS,76,10.82027168571949,11.035911440849304,11.513967653736472,12.135381203144789,24,94,0.3789240999612957,36.446279199793935,0.39988628837888324,4.685587020255712e-23,4.536344454190555,1,1
AS,77,10.82027168571949,11.005446538329124,11.54131727596676,12.411800161004066,27,94,0.36834240006282926,36.81466599996202,0.4063057284946169,2.342793510127856e-23,4.609167135073341,1,1
AS,78,10.82027168571949,11.09505958110094,11.411379475332797,11.89465493708849,20,94,0.38063939986750484,37.19536169990897,0.3577108256784724,1.171396755063928e-23,4.057902377320305,1,1
AS,79,10.82027168571949,11.045369528234005,11.402865177989007,12.11288657784462,25,94,0.37456979998387396,37.56997389998287,0.37220912260474076,5.85698377531964e-24,4.22237230481722,1,1
AS,80,10.82027168571949,11.049396246671677,11.450426777655428,12.646363221108913,33,94,0.4117043998558074,37.98171979980543,0.4403850224739943,2.92849188765982e-24,4.99576557752757,1,1
AS,81,10.82027168571949,10.921471625566483,11.446810319039383,12.601137652993202,38,94,0.3779619999695569,38.35972399986349,0.5131230061780495,1.46424594382991e-24,5.820911521697228,1,1
AS,82,10.82027168571949,10.869261525571346,11.458277467638254,12.521446540951729,32,94,0.3866081000305712,38.74637579987757,0.5029635326015803,7.32122971914955e-25,5.70566157951255,1,1
AS,83,10.82027168571949,11.051794543862343,11.395368191972375,11.975004114210606,30,94,0.4026253998745233,39.14904199982993,0.4836504209645192,3.660614859574775e-25,5.486571979758793,1,1
AS,84,10.82027168571949,11.040265068411827,11.399886033552534,12.111269548535347,34,94,0.4243783999700099,39.57346179988235,0.5048655311052855,1.8303074297873876e-25,5.727238014151358,1,1
AS,85,10.82027168571949,10.984935693442822,11.437368191312999,12.398440953344107,24,94,0.3849392000120133,39.95844429987483,0.4375294889034951,9.151537148936938e-26,4.96337215906653,1,1
AS,86,10.82027168571949,10.977195739746094,11.426550193900063,11.97847493737936,31,94,0.40223050001077354,40.36071709985845,0.4580774540117912,4.575768574468469e-26,5.196470042821932,1,1
AS,87,10.82027168571949,11.04178499430418,11.467108744767405,11.978166371583939,31,94,0.3914133000653237,40.75220229988918,0.4674758771220954,2.2878842872342345e-26,5.3030865630517265,1,1
AS,88,10.82027168571949,10.991498418152332,11.406772845369929,12.06035390496254,34,94,0.38521409989334643,41.13745819986798,0.49661264968582486,1.1439421436171172e-26,5.633616617403713,1,1
AS,89,10.82027168571949,11.147014640271664,11.470148431344164,11.93572749197483,27,94,0.38572739996016026,41.52322779991664,0.45589116124112017,5.719710718085586e-27,5.171668549563245,1,1
AS,90,10.82027168571949,10.951510183513165,11.419855189606034,11.912948802113533,29,94,0.41677509993314743,41.940045199822634,0.45191259922355087,2.859855359042793e-27,5.126535399794045,1,1
AS,91,10.82027168571949,10.989929899573326,11.392820492951255,11.979450039565563,33,94,0.4248963000718504,42.36498269997537,0.4814121510263904,1.4299276795213966e-27,5.461180853041309,1,1
AS,92,10.82027168571949,11.024086903780699,11.339868869431115,11.731151230633259,37,94,0.40120700001716614,42.766234499868006,0.5283892129788991,7.149638397606983e-28,5.994092684868155,1,1
AS,93,10.82027168571949,11.009670250117779,11.42454146738014,12.124791216105223,31,94,0.4255474000237882,43.19187879981473,0.5034898924401738,3.5748191988034914e-28,5.71163265079982,1,1
AS,94,10.82027168571949,10.986037850379944,11.349652620192085,11.89390742406249,35,94,0.43992419983260334,43.63185299979523,0.5237031112575001,1.7874095994017457e-28,5.94093314383508,1,1
AS,95,10.82027168571949,10.9347178414464,11.429020713748676,12.111837085336447,28,94,0.43060579989105463,44.06250219978392,0.47795895055051574,8.937047997008729e-29,5.422007449793484,1,1
AS,96,10.82027168571949,11.007948264479637,11.407839090501268,12.175869893282652,30,94,0.40517639997415245,44.46771999984048,0.4709455486622737,4.468523998504364e-29,5.342446815469879,1,1
AS,97,10.82027168571949,10.896222732961178,11.470799869894982,12.856596156954765,25,94,0.4426649999804795,44.91042819991708,0.42782289081301206,2.234261999252182e-29,4.853259675351911,1,1
AS,98,10.82027168571949,11.100995749235153,11.408818954682868,11.938160978257656,23,94,0.37384689995087683,45.28431809996255,0.39169745095791514,1.117130999626091e-29,4.443449578070973,1,1
AS,99,10.82027168571949,10.94305408000946,11.332524584680796,12.119348496198654,25,94,0.4058695000130683,45.69022889994085,0.39041472747019423,5.585654998130455e-30,4.428898252484461,1,1
