escenario,algoritmo,seed,n_viewpoints,mejor_distancia,tiempo_total,iteraciones,estado
2,ACO_EAS,1,72,11.341225653886795,87.95712590008043,100,OK
2,ACO_EAS,2,72,11.500580459833145,69.05380979995243,100,OK
2,ACO_EAS,3,72,11.335996761918068,21.326077700126916,100,OK
2,ACO_EAS,4,72,11.418166287243366,21.693479200126603,100,OK
2,ACO_EAS,5,72,11.287163600325584,23.141298400005326,100,OK
2,ACO_EAS,6,72,11.323958799242973,22.910777899902314,100,OK
2,ACO_EAS,7,72,11.483187735080719,22.496638499898836,100,OK
2,ACO_EAS,8,72,11.880455166101456,22.564967799931765,100,OK
2,ACO_EAS,9,72,11.309645339846611,21.45806000009179,100,OK
2,ACO_EAS,10,72,11.480482712388039,21.43800999992527,100,OK
2,ACO_EAS,11,72,11.59845943748951,21.304909899830818,100,OK
2,ACO_EAS,12,72,11.477151334285736,21.216980499913916,100,OK
2,ACO_EAS,13,72,11.309055119752884,21.443254900164902,100,OK
2,ACO_EAS,14,72,11.44119045138359,21.71592690004036,100,OK
2,ACO_EAS,15,72,11.405269131064415,22.469625799916685,100,OK
2,ACO_EAS,16,72,11.373321197926998,22.674567200010642,100,OK
2,ACO_EAS,17,72,11.338224709033966,23.292339799925685,100,OK
2,ACO_EAS,18,72,11.407426856458187,23.35384549992159,100,OK
2,ACO_EAS,19,72,11.586958482861519,23.272621899843216,100,OK
2,ACO_EAS,20,72,11.311664029955864,21.983737600035965,100,OK
2,ACO_EAS,21,72,11.27525957673788,21.69468120019883,100,OK
2,ACO_EAS,22,72,11.404144644737244,21.747170000104234,100,OK
2,ACO_EAS,23,72,11.731530874967575,20.88444159994833,100,OK
2,ACO_EAS,24,72,11.398474894464016,21.392372000031173,100,OK
2,ACO_EAS,25,72,11.445925801992416,20.52319119987078,100,OK
2,ACO_EAS,26,72,11.717398278415203,22.576865500072017,100,OK
2,ACO_EAS,27,72,11.315988644957542,22.884501700056717,100,OK
2,ACO_EAS,28,72,11.748357109725475,22.39313970017247,100,OK
2,ACO_EAS,29,72,11.438279196619987,22.846974399872124,100,OK
2,ACO_EAS,30,72,11.507808864116669,23.238448000047356,100,OK
2,ACO_AS_RANK,1,72,11.295277193188667,21.298299999907613,100,OK
